"Resource Type","Item Code","Item Group","Item Desc","Unit","Inactive","Tax Rate","Lead Period","Status",
"Material","ESM0024","Electronic Material","12 WATT LIGHT","NOS",false,18.0,7.0,"Approved",
"Material","ESM0079","Electronic Material","RJ45 CONNECTOR","NOS",false,18.0,7.0,"Approved",
"Material","ESM0073","Electronic Material","TDS METER","NOS",false,0.0,7.0,"Approved",
"Material","ESM0078","Electronic Material","8 PORT 10/100 POE SWITCH","NOS",false,18.0,5.0,"Approved",
"Material","ESM0043","Electronic Material","Spike Light 3W","Nos",false,18.0,7.0,"Approved",
"Material","ESM0080","Electronic Material","WIRELESS MOUSE","NOS",false,18.0,7.0,"Approved",
"Material","ESM0112","Electronic Material","Concealed Foot Light","NOS",false,18.0,56.0,"Approved",
"Material","ESM0027","Electronic Material","LED BULB","NOS",false,18.0,7.0,"Approved",
"Material","ESM0045","Electronic Material","Power Supply For Power Frazzer 300W","Nos",false,18.0,7.0,"Approved",
"Material","ESM0056","Electronic Material","BOOM BARRIER","NOS",false,18.0,30.0,"Approved",
"Material","ESM0036","Electronic Material","Wall Light (One Way)","Nos",false,18.0,30.0,"Approved",
"Material","ESM0014","Electronic Material","Pressure Boosting System (For Domestic) Each Pump Each VFD Base","set",false,18.0,45.0,"Approved",
"Material","ESM0102","Electronic Material","4.5 mtr Light Pole","NOS",false,18.0,45.0,"Approved",
"Material","ESM0054","Electronic Material","6 HP - Cooling only - Side Discharge (Outdoor)","Nos",false,28.0,10.0,"Approved",
"Material","ESM0025","Electronic Material","SURFACE LIGHT","NOS",false,18.0,7.0,"Approved",
"Material","ESM0031","Electronic Material","Stix light","Nos",false,18.0,7.0,"Approved",
"Material","ESM0008","Electronic Material","BLOWER MACHINE","Nos",false,18.0,5.0,"Approved",
"Material","ESM0106","Electronic Material","3 Mtr Pole Light 2 Side","NOS",false,18.0,45.0,"Approved",
"Material","ESM0007","Electronic Material","Industrial Pedestal Fan","NOS",false,0.0,5.0,"Approved",
"Material","ESM0032","Electronic Material","In-Ground Light","Nos",false,18.0,30.0,"Approved",
"Material","ESM0098","Electronic Material","SURFACE LIGHT 12W","NOS",false,18.0,20.0,"Approved",
"Material","ESM0050","Electronic Material","2.0 Tonne 4 Way Cassette AC","Nos",false,28.0,10.0,"Approved",
"Material","ESM0094","Electronic Material","12 MM NEON FLEX LIGHT","MTR",false,0.0,7.0,"Approved",
"Material","ESM0097","Electronic Material","5 HP Mud Pump","NOS",false,18.0,7.0,"Approved",
"Material","ESM0051","Electronic Material","3.0 Tonne 4 Way Cassette","Nos",false,28.0,10.0,"Approved",
"Material","ESM0020","Electronic Material","FOLDING FAN","NOS",false,18.0,5.0,"Approved",
"Material","ESM0017","Electronic Material","AIR CONDITIONER - (1.0 TONN INVERTER)","NOS",false,0.0,10.0,"Approved",
"Material","ESM0016","Electronic Material","AIR CONDITIONER - (1.5 TONNE INVERTER)","NOS",false,0.0,10.0,"Approved",
"Material","ESM0052","Electronic Material","2.0 Ton Hi-Wall","Nos",false,28.0,10.0,"Approved",
"Material","ESM0029","Electronic Material","Surface Mount Foot Light","Nos",false,18.0,30.0,"Approved",
"Material","ESM0041","Electronic Material","Pole Mqunt Navi 30W Light Fixtures(Suitable For KP-4280 Pole)","Nos",false,18.0,30.0,"Approved",
"Material","ESM0002","Electronic Material","Celing Fan","NOS",false,18.0,5.0,"Approved",
"Material","ESM0099","Electronic Material","40 KVA STABILIZER","NOS",false,18.0,14.0,"Approved",
"Material","ESM0005","Electronic Material","Hammer Drill 2-26mm Rebar Machine -Shr263k","NOS",false,18.0,5.0,"Approved",
"Material","ESM0060","Electronic Material","UHF TAGS","NOS",false,18.0,30.0,"Approved",
"Material","ESM0011","Electronic Material","1000 watt HELOGEN WITH TUBE","NOS",false,18.0,7.0,"Approved",
"Material","ESM0077","Electronic Material","4 TB HARDDISK","NOS",false,18.0,7.0,"Approved",
"Material","ESM0095","Electronic Material","Speaker","NOS",false,18.0,7.0,"Approved",
"Material","ESM0059","Electronic Material","UHF READER WITH MEMORY CONTROLLER","NOS",false,18.0,30.0,"Approved",
"Material","ESM0081","Electronic Material","Dial Cube Testing Machine  1000 KN Hand Operated","NOS",false,18.0,5.0,"Approved",
"Material","ESM0023","Electronic Material","LED LIGHT","Nos",false,18.0,7.0,"Approved",
"Material","ESM0053","Electronic Material","3.2 Ton 360 Circular Cassette AC","Nos",false,28.0,10.0,"Approved",
"Material","ESM0093","Electronic Material","LIGHT SPARES","NOS",false,0.0,7.0,"Approved",
"Material","ESM0092","Electronic Material","10 MM NEON FLEX LIGHT","MTR",false,0.0,7.0,"Approved",
"Material","ESM0034","Electronic Material","Spike Light 12W","Nos",false,18.0,7.0,"Approved",
"Material","ESM0039","Electronic Material","Zedo","Nos",false,18.0,7.0,"Approved",
"Material","ESM0101","Electronic Material","SLITING PEDESTAL POLE","NOS",false,0.0,45.0,"Approved",
"Material","ESM0100","Electronic Material","3 mtr Light Pole","NOS",false,18.0,45.0,"Approved",
"Material","ESM0015","Electronic Material","Pressure Boosting System (For Flushing) Each Pump Each VFD Base","set",false,18.0,45.0,"Approved",
"Material","ESM0038","Electronic Material","Power Grazer (Wall Bracket)","Nos",false,18.0,7.0,"Approved",
"Material","ESM0047","Electronic Material","End Cap Connectors","Nos",false,18.0,7.0,"Approved",
"Material","ESM0012","Electronic Material","1000 watt HELOGEN TUBE","NOS",false,18.0,7.0,"Approval",
"Material","ESM0086","Electronic Material","3 HP PUMP","Nos",false,18.0,5.0,"Approved",
"Material","ESM0072","Electronic Material","8 PORT POE GIGA ALL PORTS","NOS",false,18.0,7.0,"Approved",
"Material","ESM0021","Electronic Material","15W COB","NOS",false,18.0,7.0,"Approved",
"Material","ESM0085","Electronic Material","1 HP Motor","Nos",false,18.0,5.0,"Approved",
"Material","ESM0003","Electronic Material","Wireless Phone","NOS",false,0.0,12.0,"Approved",
"Material","ESM0037","Electronic Material","Wall Light (Two Way)","Nos",false,18.0,30.0,"Approved",
"Material","ESM0084","Electronic Material","1.5 TON 1 WAY CASSETTE AC","NOS",false,28.0,10.0,"Approved",
"Material","ESM0070","Electronic Material","Hybrid Video Intercom Kit","Nos",false,18.0,28.0,"Approved",
"Material","ESM0064","Electronic Material","16 CH NVR","NOS",false,18.0,15.0,"Approved",
"Material","ESM0004","Electronic Material","Drill Bit 12mm x 210 mm","NOS",false,18.0,5.0,"Approved",
"Material","ESM0058","Electronic Material","PUSH BUTTON (WIRED)","NOS",false,18.0,5.0,"Approved",
"Material","ESM0066","Electronic Material","CPU (WITH GRAPHICS CARD)","NOS",false,18.0,15.0,"Approved",
"Material","ESM0083","Electronic Material","EXHAUST FAN 6"" X 6""","NOS",false,18.0,5.0,"Approved",
"Material","ESM0019","Electronic Material","25 KVA STABILIZER","NOS",false,18.0,5.0,"Approved",
"Material","ESM0049","Electronic Material","Instant Geyser 20 Ltr.","Nos",false,0.0,15.0,"Approved",
"Material","ESM0114","Electronic Material","4.5 Mtr Pole with 2 Light","NOS",false,18.0,56.0,"Approved",
"Material","ESM0071","Electronic Material","Aviation Light","Nos",false,18.0,5.0,"Approved",
"Material","ESM0026","Electronic Material","HANGING LIGHT","NOS",false,18.0,30.0,"Approved",
"Material","ESM0018","Electronic Material","AIR CONDITIONER - (1.8 TONN INVERTER)","NOS",false,28.0,30.0,"Approved",
"Material","ESM0022","Electronic Material","15W SURFACE LIGHT","NOS",false,18.0,7.0,"Approved",
"Material","ESM0105","Electronic Material","3.5 Mtr Pole with 3 Lights","NOS",false,18.0,45.0,"Approved",
"Material","ESM0108","Electronic Material","Spike Light","NOS",false,18.0,45.0,"Approved",
"Material","ESM0087","Electronic Material","2HP Water Pump","NOS",false,18.0,7.0,"Approved",
"Material","ESM0074","Electronic Material","WALL FAN 16""","NOS",false,18.0,5.0,"Approved",
"Material","ESM0057","Electronic Material","SAFETY PHOTO CELL","set",false,18.0,30.0,"Approved",
"Material","ESM0044","Electronic Material","Power Supply For  Power Grazzer 60W","Nos",false,18.0,7.0,"Approved",
"Material","ESM0006","Electronic Material","Diesel Generator","set",false,18.0,90.0,"Approved",
"Material","ESM0113","Electronic Material","10 HP Openwell Pump","NOS",false,18.0,7.0,"Approved",
"Material","ESM0040","Electronic Material","Pole Light 2 x 50W Light Fixtures","Nos",false,18.0,30.0,"Approved",
"Service","ESW0002","Electronic work","AC and Copper Wiring Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","ESW0004","Electronic work","BATTERY SERVICE AND CHARGER","NOS",false,0.0,0.0,"Approved",
"Service","ESW0003","Electronic work","Gas Geyser fitting Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","ESW0001","Electronic work","CAT 6 Wire Material with Labour","Lumpsum",false,0.0,0.0,"Approved",
"Service","EDW0002","Elevation Work","Curtain Wall work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","EDW0003","Elevation Work","Facade Development work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","EDW0006","Elevation Work","CONSTRUCTION LIFT","Per Day",false,0.0,0.0,"Approved",
"Service","EDW0005","Elevation Work","ALUMINIUM GLASS WINDOW","RFT",false,0.0,0.0,"Approved",
"Service","EDW0001","Elevation Work","Dry cladding Work (Labour with Material)","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","EDW0004","Elevation Work","Elevation Glass Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","ELV0003","Elevators work","Elevators Work Material with Labour Type-2","NOS",false,18.0,120.0,"Approved",
"Service","ELV0002","Elevators work","Elevators Work Material with Labour Type-1","NOS",false,18.0,0.0,"Approved",
"Service","ELV0001","Elevators work","Elevators Work Material with Labour","NOS",false,0.0,0.0,"Approved",
"Equipment","EQS0005","Equipements","Tauruse Truck ( Hywa )","Day",false,0.0,1.0,"Approved",
"Equipment","EQS0008","Equipements","Poclain TATA Hitachi 110","hrs",false,0.0,0.0,"Approved",
"Equipment","EQS0006","Equipements","Poclain TATA Hitachi 200","hrs",false,0.0,0.0,"Approved",
"Equipment","EQS0004","Equipements","Tractor","Day",false,0.0,1.0,"Approved",
"Equipment","EQS0001","Equipements","Tractor With Ripper","Hrs",false,0.0,2.0,"Approved",
"Equipment","EQS0003","Equipements","Poclain","Hrs",false,0.0,0.0,"Approved",
"Equipment","EQS0009","Equipements","Breaker","Nos",false,0.0,0.0,"Approved",
"Equipment","EQS0007","Equipements","Poclain TATA Hitachi 140","hrs",false,0.0,0.0,"Approved",
"Equipment","EQS0002","Equipements","Jcb","Hrs",false,0.0,2.0,"Approved",
"Material","0006","FIRE & SAFETY","FIRE BALL","NOS",false,18.0,5.0,"Approved",
"Material","0007","FIRE & SAFETY","FIRE EXTINGUISHER","NOS",false,18.0,5.0,"Approved",
"Material","FAM0018","Fabrication Material","MS T Angle 35 x 35 x 5mm Length 27""","Nos",false,0.0,4.0,"Draft",
"Material","FAM0012","Fabrication Material","BASE PLATE","NOS",false,0.0,4.0,"Approved",
"Material","FAM0020","Fabrication Material","MS plate 400 X 300mm","Nos",false,18.0,5.0,"Approved",
"Material","FAM0004","Fabrication Material","Aluminium","KGS",false,18.0,4.0,"Approved",
"Material","FAM0005","Fabrication Material","Channel","KGS",false,0.0,4.0,"Approved",
"Material","FAM0022","Fabrication Material","MS plate 300 X 450mm","NOS",false,18.0,5.0,"Approved",
"Material","FAM0016","Fabrication Material","M S BAR","Kg",false,18.0,4.0,"Approved",
"Material","FAM0015","Fabrication Material","4 U Rack (With Pdu and FAN)","Nos",false,18.0,4.0,"Approved",
"Material","FAM0001","Fabrication Material","MS L Angle 35 x 35 x 5mm Length 28""","Nos",false,0.0,4.0,"Approved",
"Material","FAM0002","Fabrication Material","MS T Angle 35 x 35 x 5mm Length 28""","Nos",false,18.0,4.0,"Approved",
"Material","FAM0010","Fabrication Material","BASE PLATE WITH HOLE","Nos",false,0.0,4.0,"Approved",
"Material","FAM0009","Fabrication Material","M S Patra","Kg",false,0.0,4.0,"Approved",
"Material","FAM0014","Fabrication Material","DECORATIVE WALL DESIGN","NOS",false,12.0,30.0,"Approved",
"Material","FAM0021","Fabrication Material","MS Plate 250 X 300mm","Nos",false,18.0,5.0,"Draft",
"Material","FAM0003","Fabrication Material","Ms Plate 300x500mm","Nos",false,0.0,4.0,"Approved",
"Material","FAM0011","Fabrication Material","BASE PLATE with Bolt","Nos",false,18.0,4.0,"Approved",
"Material","FAM0007","Fabrication Material","M S Angle","Kg",false,18.0,4.0,"Approved",
"Material","FAM0008","Fabrication Material","M S Pipe","Kg",false,18.0,4.0,"Approved",
"Material","FAM0006","Fabrication Material","M S Plate","Kg",false,0.0,4.0,"Approved",
"Material","FAM0019","Fabrication Material","MS T Angle 25 * 25 * 3 mm Length - 27""","NOS",false,0.0,4.0,"Approved",
"Material","FAM0013","Fabrication Material","BASE PLATE with Bolt :- 300 MM x 230 MM","NOS",false,0.0,4.0,"Approved",
"Material","FAM0017","Fabrication Material","PPGI SHEET","Kg",false,18.0,4.0,"Approved",
"Service","FAB0008","Fabrication Work","Gazebo fabrication Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","FAB0004","Fabrication Work","AC Platforms work","Nos",false,0.0,0.0,"Approved",
"Service","FAB0007","Fabrication Work","Lanndscape Gazebo work","NOS",true,0.0,0.0,"Approved",
"Service","FAB0006","Fabrication Work","Temporary Site Barrication work","Lumpsum",false,0.0,0.0,"Approved",
"Service","FAB0010","Fabrication Work","Sloping Roof Work","Sq.Ft.",false,18.0,0.0,"Approved",
"Service","FAB0005","Fabrication Work","Entry Gate Fabrication Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","FAB0011","Fabrication Work","Plastic Fitting ( Over Roof ) work","Sq.Ft.",false,18.0,0.0,"Approved",
"Service","FAB0012","Fabrication Work","Fabrication Work","Lumpsum",false,0.0,0.0,"Approved",
"Service","FAB0001","Fabrication Work","OHWT and UGWT Tank Chambers work","NOS",false,0.0,0.0,"Approved",
"Service","FAB0003","Fabrication Work","Top Duct Covering work","Lumpsum",false,0.0,0.0,"Approved",
"Service","FAB0009","Fabrication Work","Aluminum Fabrication Work","Sq.Ft.",false,0.0,0.0,"Approved",
"Service","FAB0013","Fabrication Work","GI RAILING WORK","RFT",false,18.0,7.0,"Approved",
"Service","FAB0002","Fabrication Work","Terrace & Pumproom Doors work","Lumpsum",false,0.0,0.0,"Approved",
"Service","FFW0001","Fire Fighting work","Fire Fighting work material with labour","Lumpsum",false,0.0,0.0,"Approved",
"Material","FM0155","Flooring Material","KOTDA BLACK","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0144","Flooring Material","600 X 600 TILES FOR M. BEDROOM 2 TOILET FLOOR + DADO ( 523 )","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0129","Flooring Material","Tiles leveling Clip","NOS",false,18.0,4.0,"Approved",
"Material","FM0074","Flooring Material","800 X 800 Tiles ( Double Charge)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0086","Flooring Material","600 X 600 Tiles ( Double Charge)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0130","Flooring Material","Tiles Leveling Wedge","NOS",false,18.0,4.0,"Approved",
"Material","FM0131","Flooring Material","Tiles 600 x 1200 mm","Sq.Ft.",false,0.0,23.0,"Draft",
"Material","FM0157","Flooring Material","CERA Bondiit Super","Ltr",false,0.0,4.0,"Approved",
"Material","FM0132","Flooring Material","TAN BROWN HONED FINISH","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0133","Flooring Material","Lapox Ultrafast 50gms","NOS",false,0.0,4.0,"Approved",
"Material","FM0042","Flooring Material","Pink Marble","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0136","Flooring Material","TILE CODE 514 (600X600)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0134","Flooring Material","Tiles Spacer 8mm (100 Nos.)","PKT",false,0.0,4.0,"Approved",
"Material","FM0015","Flooring Material","Pink Marble Fresh","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0081","Flooring Material","Floor Protection Sheet (3mm) - 6X4","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","FM0137","Flooring Material","TILE CODE 520 (600X600)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0140","Flooring Material","TILE CODE 604 (600X600)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0138","Flooring Material","TILE CODE 523 (600X600)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0135","Flooring Material","Rich Bond S & T Primer","KGS",false,0.0,4.0,"Approved",
"Material","FM0141","Flooring Material","TILE CODE 703 (6600X1200)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0078","Flooring Material","Wooden Match Skirting","Nos",false,0.0,23.0,"Approved",
"Material","FM0079","Flooring Material","Wooden Reducer","Nos",false,0.0,4.0,"Approved",
"Material","FM0025","Flooring Material","Wooden Flooring","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0050","Flooring Material","Resin & Hardner ( Lapox Powergrip)","Nos",false,18.0,4.0,"Approved",
"Material","FM0154","Flooring Material","MC-ZENTRIVAL HS","Kg",false,18.0,4.0,"Approved",
"Material","FM0183","Flooring Material","R. ECHO OPACO NATURAL (8X4)","NOS",false,18.0,7.0,"Approved",
"Material","FM0013","Flooring Material","600x600 Tiles","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0011","Flooring Material","Tiles Adhesive (20 Kg)","Bags",false,18.0,4.0,"Approved",
"Material","FM0156","Flooring Material","JOINT FILLER COFFEE BROWN","KGS",false,0.0,4.0,"Approved",
"Material","FM0180","Flooring Material","PICCOLO MOSAIC","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","FM0121","Flooring Material","PIGMENT COLOUR","NOS",false,18.0,4.0,"Approved",
"Material","FM0171","Flooring Material","ELEGENT GREY GLOSSY (2X4) - COMMON BASIN DADO","Sq.Ft.",false,18.0,25.0,"Delete",
"Material","FM0006","Flooring Material","Fevikwik 20gm","NOS",false,18.0,4.0,"Approved",
"Material","FM0167","Flooring Material","MAGNUS GRIS MATT (2X2) - WASH AREA","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0170","Flooring Material","ELEGENT GREY MATT (2X4) - CT FLOORING","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0033","Flooring Material","600 x 600 Tiles (Wash Area)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0143","Flooring Material","600 X 600 TILES FOR M. BEDROOM 1 TOILET FLOOR + DADO ( 601 )","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0124","Flooring Material","1200 X 600 TILES","box",false,18.0,23.0,"Approved",
"Material","FM0169","Flooring Material","BRUCE SILVER MATT (2X4) - MT2 FLOORING","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0168","Flooring Material","BICRZO SILVER MATT (2X4) - MT1 FLOORING","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0029","Flooring Material","601 x 600 Ivory Tiles ( Store Room)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0037","Flooring Material","600 x 1200 Tiles (CT)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0024","Flooring Material","600 x 1200 GVT Tiles For Flooring (W.C.)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0182","Flooring Material","L. ICE MATT (32X64)","NOS",false,18.0,7.0,"Approved",
"Material","FM0036","Flooring Material","601 x 1200 Tiles (MB-3 Attached)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0166","Flooring Material","ELEGENT GREY GLOSSY (2X4) - CT DADO","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0049","Flooring Material","Tiles Spacer 4mm (100 Nos.)","PKT",false,18.0,4.0,"Approved",
"Material","FM0165","Flooring Material","BRUCE SILVER GLOSSY (2X4) - MT2 DADO","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0186","Flooring Material","100X200 Paver Block (brick)","NOS",false,18.0,23.0,"Approved",
"Material","FM0051","Flooring Material","Tiles Adhesive (30 Kg)","Nos",false,18.0,4.0,"Approved",
"Material","FM0173","Flooring Material","Tiles 32"" x 64""","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0176","Flooring Material","ADHUNIK BROWN GRANITE","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","FM0174","Flooring Material","Resin & Hardner ( Araldite )","Kg",false,18.0,4.0,"Approved",
"Material","FM0185","Flooring Material","100X100 Paver  Block (Cobble)","NOS",false,18.0,23.0,"Approved",
"Material","FM0177","Flooring Material","APRICOT COFFEE ( 150 X 1200 )","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","FM0179","Flooring Material","IVORY GOLD GRANITE","Sq.Ft.",false,18.0,10.0,"Draft",
"Material","FM0181","Flooring Material","L. DOVE MATT (32X64)","NOS",false,18.0,7.0,"Approved",
"Material","FM0161","Flooring Material","600 X 1200 TILES FOR PASSAGE AREA DADO (HARD ROCK BEIGE)","Sq.Ft.",false,18.0,15.0,"Approved",
"Material","FM0117","Flooring Material","600mm X 1200mm Tiles","box",false,18.0,23.0,"Approved",
"Material","FM0164","Flooring Material","BICRZO SILVER GLOSSY (2X4) - MT1 DADO","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0162","Flooring Material","RICA WHITE GLOSSY (2x4) - ALL FLOORING","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0123","Flooring Material","Green Surface Roll","MTR",false,18.0,4.0,"Approved",
"Material","FM0093","Flooring Material","RED STONE (18mm)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0092","Flooring Material","Paver Block 100mm (Jet Black)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0091","Flooring Material","Paver Block 100mm ( Rains)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0090","Flooring Material","Mix Kota","Sq.Ft.",false,0.0,7.0,"Approved",
"Material","FM0104","Flooring Material","KOTA","Sq.Ft.",false,5.0,7.0,"Approved",
"Material","FM0172","Flooring Material","XTRAGRIP ADHESIVE CHEMICAL","Bucket",false,0.0,14.0,"Approved",
"Material","FM0184","Flooring Material","S. AMBER MATT (32X96) (15MM)","NOS",false,18.0,7.0,"Approved",
"Material","FM0089","Flooring Material","600 x 600 Parking Tiles (15mm)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0088","Flooring Material","Pabble Flooring","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0087","Flooring Material","Tile spacer (leveling clip)","packet",false,18.0,4.0,"Approved",
"Material","FM0085","Flooring Material","Endless Tapue (8 x 4)","Sq.Ft.",false,0.0,4.0,"Approved",
"Material","FM0054","Flooring Material","300 x 600 - Matt Tiles (Glazing)","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0083","Flooring Material","Tiles 8' x 4'","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0045","Flooring Material","1200 x2400 mm Tiles","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0084","Flooring Material","Tiles 32"" x 96""","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0107","Flooring Material","Dark Ivory Pigment","Nos",false,0.0,4.0,"Approved",
"Material","FM0005","Flooring Material","Tiles Cleaner","Ltr",false,0.0,4.0,"Approved",
"Material","FM0082","Flooring Material","Tiles Adhesive ( 50 kg )","Bags",false,0.0,4.0,"Approved",
"Material","FM0175","Flooring Material","HONEY BROWN GRANITE","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","FM0163","Flooring Material","AUORIO LUX GLOSSY (2x4) - KITCHEN DADO","Sq.Ft.",false,18.0,25.0,"Approved",
"Material","FM0119","Flooring Material","China Mosaic Tiles","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0178","Flooring Material","Vestibule Area Tile","Sq.Ft.",false,0.0,15.0,"Approved",
"Material","FM0108","Flooring Material","Dark Coffee Pigment","Nos",false,0.0,4.0,"Approved",
"Material","FM0080","Flooring Material","Floor Protection Sheet (3mm) - 8x4","Sq.Ft.",false,18.0,4.0,"Approved",
"Material","FM0023","Flooring Material","600 x 1200 GVT Tiles For Flooring (Room)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0122","Flooring Material","Polishing Chemical","Ltr",false,18.0,4.0,"Approved",
"Material","FM0040","Flooring Material","steel grey","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0103","Flooring Material","WASTAGE TILES","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0030","Flooring Material","200 x 1200 GVT Tiles For Balcony","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0125","Flooring Material","300 X 300 Tiles","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0101","Flooring Material","64"" X 32"" TILES","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0100","Flooring Material","1200mm X 600mm TILES","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0019","Flooring Material","Tan Brown Leather Finish (18mm)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0105","Flooring Material","Tile insert chamber (450mmX900mm)","Nos",false,18.0,7.0,"Approved",
"Material","FM0002","Flooring Material","Glaze Tiles","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0065","Flooring Material","Tiles Adhesive (25 Kg)","Bags",false,18.0,4.0,"Approved",
"Material","FM0001","Flooring Material","Vitrified Tiles","NOS",false,0.0,23.0,"Approved",
"Material","FM0109","Flooring Material","White Pigment","Nos",false,0.0,4.0,"Approved",
"Material","FM0110","Flooring Material","Black Pigment","Nos",false,0.0,4.0,"Approved",
"Material","FM0064","Flooring Material","LAMINATE 1MM VNR ( 7 X 4 )","PCS",false,0.0,7.0,"Approved",
"Material","FM0063","Flooring Material","LAMINATE 1MM VNR","PCS",false,0.0,7.0,"Approved",
"Material","FM0072","Flooring Material","Suri Resin","Lit",false,18.0,4.0,"Approved",
"Material","FM0118","Flooring Material","DESERT BROWN GRANITE","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0071","Flooring Material","12mm POP Sheet","Sq.Ft.",false,18.0,7.0,"Approved",
"Material","FM0106","Flooring Material","Soori - Shiner","Ltr",false,0.0,4.0,"Approved",
"Material","FM0070","Flooring Material","6mm POP Sheet","Sq.Ft.",false,0.0,7.0,"Approved",
"Material","FM0077","Flooring Material","8 x 4 Tiles  Matt","Sq.Ft.",false,0.0,20.0,"Delete",
"Material","FM0012","Flooring Material","600x600 Gvt Tiles","Sq.Ft.",false,0.0,0.0,"Delete",
"Material","FM0044","Flooring Material","aaatttt","Sq.Ft.",false,0.0,0.0,"Delete",
"Material","FM0035","Flooring Material","601 x 1200 Tiles (MB-2 Attached)","Sq.Ft.",false,0.0,23.0,"Approved",
"Material","FM0099","Flooring Material","Protection Film","Nos",false,0.0,4.0,"Approved",
"Material","FM0066","Flooring Material","BLACK COLOUR JOINT FILLER","Kg",false,18.0,4.0,"Approved",
"Material","FM0069","Flooring Material","Tiles Adhasive (40 Kg)","Nos",false,0.0,4.0,"Approved",
"Material","FM0097","Flooring Material","VERDE GREY ( UNPOLISH )","Sq.Ft.",false,18.0,23.0,"Approved",
"Material","FM0016","Flooring Material","Joint Filler","KGS",false,18.0,4.0,"Approved",
"Material","FM0021","Flooring Material","Tiles Spacer 5mm 100 Nos. Packing","packet",false,0.0,4.0,"Approved",
"Material","FM0062","Flooring Material","Ivory Tenex","Nos",false,0.0,4.0,"Approved",
"Material","FM0095","Flooring Material","TILES SPACER CLIP","NOS",false,18.0,4.0,"Approved",
"Material","FM0020","Flooring Material","Tiles Spacer 3mm 100nos Packing","packet",false,0.0,4.0,"Approved",
"Material","FM0094","Flooring Material","TILES SPACER CAP","NOS",false,18.0,4.0,"Approved",
